City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Skibbereen,IE,2023-03-22 06:58:17,51.55,-9.2667,47.1,80,100,21.0
276,Port Blair,IN,2023-03-22 06:58:17,11.6667,92.75,86.04,74,20,10.36
277,Ajaccio,FR,2023-03-22 06:58:18,42.0,8.9167,46.45,93,0,3.44
278,Fortuna,US,2023-03-22 06:58:18,40.5982,-124.1573,44.94,95,100,6.91
279,Coos Bay,US,2023-03-22 06:58:19,43.3665,-124.2179,48.18,93,0,9.22
280,Airai,TL,2023-03-22 06:58:19,-8.9266,125.4092,65.19,93,99,0.38
281,Merritt,CA,2023-03-22 06:58:19,50.1123,-120.7942,25.32,73,67,0.6
282,Dubreka,GN,2023-03-22 06:58:20,9.7911,-13.5233,71.37,93,71,2.04
283,Puerto Escondido,MX,2023-03-22 06:58:21,15.85,-97.0667,78.87,71,0,6.33
284,Sorong,ID,2023-03-22 06:58:21,-0.8833,131.25,82.13,77,100,1.79
285,San Jose,US,2023-03-22 06:55:18,37.3394,-121.895,48.7,86,100,11.99
286,Banfora,BF,2023-03-22 06:58:22,10.6333,-4.7667,77.67,65,85,3.85
287,Hashtrud,IR,2023-03-22 06:58:22,37.4779,47.0508,39.43,79,100,6.46
288,Verkhnyaya Inta,RU,2023-03-22 06:58:23,65.9811,60.3094,22.55,85,100,15.05
289,Yerbogachen,RU,2023-03-22 06:58:23,61.2767,108.0108,17.4,76,100,12.3
290,Kyren,RU,2023-03-22 06:58:23,51.6828,102.1408,15.42,51,86,1.01
291,Praia Da Vitoria,PT,2023-03-22 06:58:24,38.7333,-27.0667,61.05,88,20,9.28
292,Hambantota,LK,2023-03-22 06:58:25,6.1241,81.1185,91.74,66,40,4.61
293,Taunggyi,MM,2023-03-22 06:58:25,20.7833,97.0333,81.1,22,100,15.1
294,Ouadda,CF,2023-03-22 06:58:26,8.0777,22.4007,81.68,49,59,4.34
295,Candido Mendes,BR,2023-03-22 06:58:27,-1.4467,-45.7167,72.05,97,84,1.39
296,Cabadiangan,PH,2023-03-22 06:58:27,9.7531,122.4739,87.4,57,70,3.22
297,Lasa,IT,2023-03-22 06:58:28,46.6166,10.7002,46.02,78,9,1.23
298,Tongchuan,CN,2023-03-22 06:58:28,35.0806,109.0897,55.76,21,100,8.41
299,Gizo,SB,2023-03-22 06:58:29,-8.103,156.8419,84.07,68,31,5.14
300,Saldanha,ZA,2023-03-22 06:58:29,-33.0117,17.9442,60.85,80,100,6.24
301,Fort-Shevchenko,KZ,2023-03-22 06:58:30,44.5086,50.263,52.92,51,100,6.58
302,Teya,RU,2023-03-22 06:58:30,60.3778,92.6267,23.11,78,100,11.83
303,Poya,NC,2023-03-22 06:58:31,-21.35,165.15,77.95,78,60,9.62
304,Nadvoitsy,RU,2023-03-22 06:58:31,63.8667,34.3167,24.15,88,68,8.39
305,Thompson,CA,2023-03-22 06:58:32,55.7435,-97.8558,12.36,57,75,3.44
306,Mandalgovi,MN,2023-03-22 06:58:32,45.7625,106.2708,11.88,37,7,18.01
307,Inongo,CD,2023-03-22 06:58:33,-1.95,18.2667,75.02,76,63,3.49
308,Coihaique,CL,2023-03-22 06:58:34,-45.5752,-72.0662,39.81,94,100,6.15
309,La Asuncion,VE,2023-03-22 06:58:34,11.0333,-63.8628,76.73,88,0,11.5
310,Ha Tinh,VN,2023-03-22 06:58:34,18.3333,105.9,100.58,32,23,6.91
311,Henties Bay,NA,2023-03-22 06:58:35,-22.116,14.2845,62.08,86,41,5.79
312,Otaru,JP,2023-03-22 06:59:36,43.1894,141.0022,64.42,63,19,1.59
313,Alyangula,AU,2023-03-22 06:59:36,-13.8483,136.4192,85.24,71,100,12.15
314,Concepcion Del Oro,MX,2023-03-22 06:59:37,24.6333,-101.4167,56.43,21,0,4.36
315,Dunedin,NZ,2023-03-22 06:59:37,-45.8742,170.5036,53.8,71,76,5.99
316,Sao Felix Do Xingu,BR,2023-03-22 06:57:04,-6.6447,-51.995,68.5,99,67,0.94
317,Ambon,ID,2023-03-22 06:59:38,-3.6954,128.1814,87.94,66,40,4.61
318,Dicabisagan,PH,2023-03-22 06:59:38,17.0818,122.4157,84.25,65,3,10.51
319,Khani,GE,2023-03-22 06:59:39,41.9563,42.9566,44.17,74,97,3.58
320,Denpasar,ID,2023-03-22 06:55:14,-8.65,115.2167,89.26,70,40,11.5
321,Namatanai,PG,2023-03-22 06:59:39,-3.6667,152.4333,83.57,67,100,4.36
322,Bentiu,SS,2023-03-22 06:59:39,9.2333,29.8333,89.33,7,20,7.56
323,Sitka,US,2023-03-22 06:59:40,57.0531,-135.33,39.09,75,100,9.22
324,Visby,SE,2023-03-22 06:59:40,57.6409,18.296,42.06,100,75,11.5
325,Tautira,PF,2023-03-22 06:59:41,-17.7333,-149.15,82.02,77,25,12.12
326,Aguimes,ES,2023-03-22 06:59:41,27.9054,-15.4461,62.65,72,20,18.41
327,Santa Maria,BR,2023-03-22 06:59:42,-29.6842,-53.8069,67.23,91,7,7.0
328,Vao,NC,2023-03-22 06:59:42,-22.6667,167.4833,76.93,71,1,20.15
329,Belmonte,BR,2023-03-22 06:59:42,-15.8631,-38.8828,75.4,87,100,4.05
330,Urusha,RU,2023-03-22 06:59:43,54.05,122.9,16.07,68,100,15.73
331,Yar-Sale,RU,2023-03-22 06:59:43,66.8333,70.8333,11.16,84,100,9.82
332,Buala,SB,2023-03-22 06:59:44,-8.145,159.5921,82.26,76,88,3.22
333,Lavrentiya,RU,2023-03-22 06:59:44,65.5833,-171.0,6.24,96,100,5.23
334,Kidal,ML,2023-03-22 06:59:45,18.4411,1.4078,68.83,27,0,7.61
335,Salinopolis,BR,2023-03-22 06:59:45,-0.6136,-47.3561,75.24,88,86,3.22
336,Khandyga,RU,2023-03-22 06:59:46,62.6667,135.6,-8.48,78,100,2.1
337,Shahrud,IR,2023-03-22 06:59:49,36.4182,54.9763,43.59,81,100,14.76
338,Tuatapere,NZ,2023-03-22 06:59:50,-46.1333,167.6833,50.4,78,54,6.91
339,Bako,ET,2023-03-22 06:59:50,5.7833,36.5667,78.17,48,100,2.59
340,Nortelandia,BR,2023-03-22 06:59:51,-14.4547,-56.8028,71.28,98,100,4.0
341,Huilong,CN,2023-03-22 06:59:51,31.8111,121.655,58.93,92,100,6.6
342,Nanakuli,US,2023-03-22 06:59:52,21.3906,-158.1547,77.99,75,75,5.75
343,Khatanga,RU,2023-03-22 06:59:52,71.9667,102.5,11.55,83,99,11.74
344,Santiago Del Estero,AR,2023-03-22 06:59:53,-27.7951,-64.2615,79.77,54,61,4.7
345,Yulara,AU,2023-03-22 06:59:53,-25.2406,130.9889,98.98,13,5,10.63
346,Guerrero Negro,MX,2023-03-22 06:59:54,27.9769,-114.0611,63.77,71,100,5.39
347,Batticaloa,LK,2023-03-22 06:59:54,7.7102,81.6924,83.88,69,100,4.07
348,Khomeyn,IR,2023-03-22 06:59:55,33.6423,50.0789,43.36,49,100,12.08
349,Binga,ZW,2023-03-22 06:59:55,-17.6203,27.3414,77.59,67,19,10.25
350,Springdale,US,2023-03-22 06:59:56,36.1867,-94.1288,57.97,93,100,5.75
351,Cap Malheureux,MU,2023-03-22 06:59:56,-19.9842,57.6142,85.46,70,21,8.01
352,Beloha,MG,2023-03-22 06:59:57,-25.1667,45.05,84.13,57,5,7.38
353,Turukhansk,RU,2023-03-22 06:59:57,65.8167,87.9833,26.46,95,100,26.53
354,Auburn,US,2023-03-22 06:59:58,47.3073,-122.2284,48.58,90,20,1.99
355,Chapais,CA,2023-03-22 06:59:58,49.7834,-74.8492,-4.22,100,68,0.45
356,Virginia Beach,US,2023-03-22 06:59:59,36.8529,-75.978,47.01,89,100,0.0
357,Miri,MY,2023-03-22 07:00:00,4.4148,114.0089,84.34,84,40,8.05
358,Grindavik,IS,2023-03-22 07:00:01,63.8424,-22.4338,37.35,75,75,17.27
359,Katsuura,JP,2023-03-22 07:01:02,35.1333,140.3,64.17,78,3,11.14
360,Dingle,PH,2023-03-22 07:01:02,10.9995,122.6711,87.84,54,13,12.24
361,College,US,2023-03-22 06:58:17,64.8569,-147.8028,21.15,58,75,0.0
362,Vestmannaeyjar,IS,2023-03-22 07:01:06,63.4427,-20.2734,37.92,58,100,20.76
363,Sola,VU,2023-03-22 07:01:07,-13.8833,167.55,86.67,79,75,0.0
364,Ushtobe,KZ,2023-03-22 07:01:08,45.2514,77.9838,49.59,30,1,11.68
365,Port Hawkesbury,CA,2023-03-22 07:01:09,45.6169,-61.3485,35.58,72,75,10.0
366,Mahajanga,MG,2023-03-22 07:01:09,-15.7167,46.3167,84.22,74,20,5.75
367,Zuwarah,LY,2023-03-22 07:01:10,32.9312,12.082,60.6,71,47,16.71
368,Ketchikan,US,2023-03-22 07:01:11,55.3422,-131.6461,39.18,90,53,1.88
369,Muisne,EC,2023-03-22 07:01:12,0.6,-80.0333,76.1,88,95,1.68
370,Tiznit,MA,2023-03-22 07:01:13,29.5833,-9.5,64.98,30,99,3.51
371,Makakilo City,US,2023-03-22 07:01:13,21.3469,-158.0858,76.57,79,75,5.75
372,Mahanoro,MG,2023-03-22 07:01:14,-19.9,48.8,79.12,82,89,4.18
373,Titisee-Neustadt,DE,2023-03-22 07:01:14,47.9,8.1667,44.92,91,98,2.95
374,Launceston,AU,2023-03-22 07:01:15,-41.45,147.1667,65.84,55,100,10.36
375,Hinton,CA,2023-03-22 07:00:08,53.4001,-117.5857,20.79,92,46,5.82
376,Ancud,CL,2023-03-22 07:01:15,-41.8697,-73.8203,45.93,88,1,4.7
377,Port Hardy,CA,2023-03-22 07:00:08,50.6996,-127.4199,42.8,100,100,4.61
378,Jinxi,CN,2023-03-22 07:01:16,30.4323,116.2922,58.66,97,100,0.76
379,Sao Filipe,CV,2023-03-22 07:01:17,14.8961,-24.4956,69.78,74,83,10.18
380,Marsa Matruh,EG,2023-03-22 07:01:17,31.3525,27.2453,61.0,63,75,9.22
381,Bafra,TR,2023-03-22 07:01:18,41.5678,35.9069,55.71,73,68,9.19
382,Fairbanks,US,2023-03-22 06:56:39,64.8378,-147.7164,21.16,58,75,0.0
383,Lorut,AM,2023-03-22 07:01:19,40.9372,44.7714,42.87,72,100,3.04
384,Deputatskiy,RU,2023-03-22 07:01:19,69.3,139.9,-18.44,91,79,6.17
385,Vila Franca Do Campo,PT,2023-03-22 07:01:21,37.7167,-25.4333,61.21,97,100,8.3
386,Adrar,MR,2023-03-22 07:01:22,20.5022,-10.0711,67.6,20,1,10.65
387,Caimito,CO,2023-03-22 07:01:23,8.8123,-75.4107,77.34,82,100,5.1
388,Ostrovnoy,RU,2023-03-22 07:01:24,68.0531,39.5131,24.21,82,100,16.98
389,Nadym,RU,2023-03-22 07:01:24,65.5333,72.5167,23.27,80,100,12.71
390,Batesville,US,2023-03-22 07:00:42,35.7698,-91.641,46.04,100,100,0.0
391,Port-Cartier,CA,2023-03-22 07:01:25,50.0334,-66.8654,19.08,77,78,10.96
392,Pontes E Lacerda,BR,2023-03-22 07:01:25,-15.2261,-59.3353,70.63,99,100,2.01
393,Abu Zabad,SD,2023-03-22 07:01:26,12.35,29.25,80.4,8,100,14.05
394,Aranda De Duero,ES,2023-03-22 07:01:27,41.6704,-3.6892,46.06,73,28,3.04
395,Araceli,PH,2023-03-22 07:01:27,10.5529,119.9913,80.58,72,98,6.55
396,Praya,CV,2023-03-22 07:01:28,14.9215,-23.5087,70.34,73,40,9.22
397,Maarianhamina,AX,2023-03-22 07:01:28,60.0973,19.9348,35.46,100,100,13.8
398,Salta,AR,2023-03-22 07:01:29,-24.7859,-65.4117,66.58,86,20,6.91
399,Mosquera,CO,2023-03-22 07:01:30,4.7059,-74.2302,53.69,100,75,3.44
400,Riachao,BR,2023-03-22 07:01:30,-7.3619,-46.6172,68.45,98,100,2.82
401,Eureka,US,2023-03-22 07:00:37,40.8021,-124.1637,43.93,94,100,1.01
402,Lexington,US,2023-03-22 07:00:17,37.9887,-84.4777,47.73,83,100,0.0
403,Talas,TR,2023-03-22 07:01:32,38.6908,35.5538,38.07,87,0,8.05
404,Ixtapa,MX,2023-03-22 07:00:42,20.7,-105.2,66.96,83,1,2.86
405,San Andres,CO,2023-03-22 07:02:33,12.5847,-81.7006,80.62,74,20,16.11
406,Mao,ES,2023-03-22 07:02:33,39.8885,4.2658,52.36,100,40,0.0
407,Vigrestad,NO,2023-03-22 07:02:34,58.5667,5.7,45.59,97,100,21.27
408,Mopti,ML,2023-03-22 07:02:34,14.6667,-4.0,75.24,35,0,4.61
409,Marstal,DK,2023-03-22 07:02:35,54.8562,10.5173,49.91,95,100,16.75
410,Belgaum,IN,2023-03-22 07:02:35,15.8667,74.5,89.51,27,0,6.91
411,Polovinnoye,RU,2023-03-22 07:02:36,54.7914,65.9864,30.0,83,23,13.0
412,Makushino,RU,2023-03-22 07:02:36,55.2103,67.2442,30.09,83,92,13.56
413,Uyo,NG,2023-03-22 07:00:25,5.0333,7.9266,75.06,87,100,3.6
414,Nelidovo,RU,2023-03-22 07:02:37,56.2211,32.7774,34.79,90,88,5.32
415,Canico,PT,2023-03-22 07:02:38,32.6333,-16.85,61.43,69,20,12.66
416,Paamiut,GL,2023-03-22 07:02:38,61.994,-49.6678,10.49,82,2,6.51
417,Edd,ER,2023-03-22 07:02:38,13.9297,41.6925,80.04,62,10,10.76
418,Veraval,IN,2023-03-22 07:02:39,20.9,70.3667,82.24,53,1,12.68
419,Pierre,US,2023-03-22 07:02:39,44.3683,-100.351,20.86,82,9,8.99
420,Lardos,GR,2023-03-22 07:02:40,36.0942,28.0157,60.62,82,100,2.64
421,Ambilobe,MG,2023-03-22 07:02:40,-13.2,49.05,83.16,73,79,4.05
422,Pafos,CY,2023-03-22 07:02:41,34.7667,32.4167,60.58,72,20,4.61
423,Kathu,TH,2023-03-22 07:02:41,7.9178,98.3332,93.02,65,28,6.08
424,Lagunas,PE,2023-03-22 07:02:42,-5.2269,-75.6753,71.83,97,100,0.81
425,Aykhal,RU,2023-03-22 07:02:42,66.0,111.5,11.84,89,100,25.9
426,Hasaki,JP,2023-03-22 07:02:43,35.7333,140.8333,70.2,78,0,9.42
427,Sumbe,AO,2023-03-22 07:02:43,-11.2061,13.8437,78.84,75,92,2.42
428,Ayorou,NE,2023-03-22 07:02:44,14.7308,0.9174,74.17,18,1,3.33
429,Sokoni,TZ,2023-03-22 07:02:45,-6.4333,39.55,82.26,83,100,12.86
430,Vredendal,ZA,2023-03-22 07:02:45,-31.6683,18.5012,66.24,72,100,1.66
431,Shinpokh,PK,2023-03-22 07:02:45,34.3292,71.1782,72.81,46,100,6.73
432,Sechura,PE,2023-03-22 07:02:46,-5.5569,-80.8222,78.8,76,100,9.86
433,Gravdal,NO,2023-03-22 07:02:46,68.1214,13.5031,24.69,100,100,5.75
434,Tazovskiy,RU,2023-03-22 07:02:46,67.4667,78.7,10.42,90,100,9.33
435,Menongue,AO,2023-03-22 07:02:47,-14.6585,17.691,67.06,80,86,8.21
436,Caldwell,US,2023-03-22 06:59:06,43.6629,-116.6874,42.19,74,0,6.91
437,Logan,US,2023-03-22 06:59:36,41.7355,-111.8344,36.66,78,100,3.0
438,Coruripe,BR,2023-03-22 07:02:18,-10.1256,-36.1756,76.28,85,99,4.45
439,Tullahoma,US,2023-03-22 06:59:18,35.362,-86.2094,53.26,61,100,10.36
440,Saint George,US,2023-03-22 07:02:48,37.1041,-113.5841,51.26,64,100,4.61
441,Jos,NG,2023-03-22 07:02:49,9.9167,8.9,70.09,67,95,3.06
442,Atasu,KZ,2023-03-22 07:02:50,48.6814,71.6433,28.27,57,5,6.15
443,San Francisco De Macoris,DO,2023-03-22 07:02:50,19.2952,-70.2554,70.48,93,60,1.57
444,Wairoa,NZ,2023-03-22 07:02:50,-39.0333,177.3667,57.54,79,44,2.24
445,Pangnirtung,CA,2023-03-22 07:02:51,66.1451,-65.7125,-17.59,90,68,5.01
446,Massena,US,2023-03-22 07:02:51,44.9281,-74.8919,31.12,89,100,4.94
447,Dalbandin,PK,2023-03-22 07:02:52,28.8947,64.4101,77.43,25,0,19.75
448,Saint-Pierre,RE,2023-03-22 07:02:53,-21.3393,55.4781,84.18,74,20,9.22
449,Haftoni,AZ,2023-03-22 07:02:53,38.7632,48.7622,55.11,67,100,3.44
450,Comodoro Rivadavia,AR,2023-03-22 06:59:50,-45.8667,-67.5,60.66,25,0,9.22
451,Zile,TR,2023-03-22 07:03:54,40.3031,35.8864,44.19,62,100,1.45
452,Madera,US,2023-03-22 07:00:06,37.1666,-119.8343,46.87,92,86,10.67
453,Churapcha,RU,2023-03-22 07:03:54,62.0025,132.4325,-3.69,74,100,3.85
454,Itoman,JP,2023-03-22 07:03:55,26.1247,127.6694,77.02,88,75,12.66
455,Kloulklubed,PW,2023-03-22 07:03:55,7.0419,134.2556,83.57,76,100,11.45
456,Soure,BR,2023-03-22 07:03:55,-0.7167,-48.5233,74.21,92,100,3.38
457,Man,CI,2023-03-22 07:03:56,7.4125,-7.5538,70.27,97,43,2.51
458,Harper,LR,2023-03-22 07:03:57,4.375,-7.7169,78.04,87,79,6.55
459,Majene,ID,2023-03-22 07:03:57,-3.5403,118.9707,83.64,71,95,5.57
460,Vinh,VN,2023-03-22 07:03:58,18.6667,105.6667,100.81,29,78,11.74
461,Katobu,ID,2023-03-22 07:03:58,-4.9408,122.5276,82.27,80,100,1.41
462,Iberia,US,2023-03-22 07:03:59,29.9502,-91.7507,60.96,82,0,6.91
463,Toledo,ES,2023-03-22 07:01:54,39.8333,-4.0,49.32,69,6,3.38
464,Noumea,NC,2023-03-22 06:59:41,-22.2763,166.4572,78.78,78,12,14.61
465,Novopokrovka,UA,2023-03-22 07:03:59,49.8425,36.5477,48.2,73,100,3.11
466,Tura,IN,2023-03-22 07:04:00,25.5198,90.2201,75.51,62,5,4.81
467,Gopalur,IN,2023-03-22 07:04:00,16.6167,77.8,91.4,22,4,5.12
468,Vila Velha,BR,2023-03-22 07:04:01,-20.3297,-40.2925,76.95,92,0,2.3
469,Cabedelo,BR,2023-03-22 07:01:32,-6.9811,-34.8339,75.87,86,99,6.38
470,Mayumba,GA,2023-03-22 07:04:02,-3.432,10.6554,79.32,82,100,4.52
471,Poitiers,FR,2023-03-22 07:04:02,46.5833,0.3333,49.24,59,100,11.5
472,Mildura,AU,2023-03-22 07:04:03,-34.2,142.15,89.08,41,14,10.76
473,Chokurdakh,RU,2023-03-22 07:04:04,70.6333,147.9167,-11.31,87,100,17.74
474,Misratah,LY,2023-03-22 07:04:04,32.3754,15.0925,61.81,72,6,23.33
475,Cherskiy,RU,2023-03-22 07:04:05,68.75,161.3,-15.68,94,100,7.56
476,Maumere,ID,2023-03-22 07:04:05,-8.6199,122.2111,83.19,74,87,3.89
477,Dyurtyuli,RU,2023-03-22 07:04:05,55.4911,54.8688,37.11,100,100,11.86
478,Antalaha,MG,2023-03-22 07:04:06,-14.9003,50.2788,84.04,66,70,8.7
479,Port Moresby,PG,2023-03-22 07:04:07,-9.4431,147.1797,85.42,74,40,11.5
480,Dunmore Town,BS,2023-03-22 07:04:07,25.5,-76.65,72.99,65,100,18.28
481,Ostersund,SE,2023-03-22 07:04:08,63.1792,14.6357,28.62,100,100,11.5
482,Mayo,US,2023-03-22 07:04:09,38.8876,-76.5119,50.11,66,0,9.22
483,Elliot Lake,CA,2023-03-22 07:04:09,46.3834,-82.6331,22.59,82,89,8.84
484,Camara De Lobos,PT,2023-03-22 07:04:10,32.6333,-16.9667,61.43,68,20,12.66
485,Avenal,US,2023-03-22 07:04:10,36.0041,-120.129,46.17,88,99,10.65
486,Traunreut,DE,2023-03-22 07:04:11,47.9627,12.5923,52.21,66,21,2.21
487,Riyadh,SA,2023-03-22 07:01:25,24.6877,46.7219,66.34,26,0,6.2
488,Norrtalje,SE,2023-03-22 07:02:03,59.758,18.705,39.43,98,100,8.59
489,Lerwick,GB,2023-03-22 07:04:12,60.1545,-1.1494,46.4,97,100,25.57
490,Songjianghe,CN,2023-03-22 07:04:13,42.1859,127.479,48.36,66,100,6.49
491,Tabuk,PH,2023-03-22 07:04:13,17.4189,121.4443,91.83,35,1,4.9
492,Jalingo,NG,2023-03-22 07:04:13,8.8833,11.3667,77.59,68,100,3.6
493,Yenagoa,NG,2023-03-22 07:04:14,4.9247,6.2642,73.42,92,100,3.76
494,Kamaishi,JP,2023-03-22 07:04:14,39.2667,141.8833,53.33,74,23,4.41
495,Ashland,US,2023-03-22 07:01:57,40.8167,-82.2665,45.99,40,100,3.8
496,Mercedes,AR,2023-03-22 07:04:15,-34.6515,-59.4307,66.78,86,79,5.84
497,Jumla,NP,2023-03-22 07:05:15,29.2747,82.1838,57.04,42,57,7.63
498,Duldurga,RU,2023-03-22 07:05:16,50.6761,113.5931,13.06,81,100,19.39
499,Det Udom,TH,2023-03-22 07:05:16,14.906,105.0784,98.42,22,0,7.74
500,Boda,CF,2023-03-22 07:05:17,4.3189,17.4695,76.89,70,99,5.75
501,Ulladulla,AU,2023-03-22 07:05:18,-35.35,150.4667,77.77,59,61,15.1
502,Mount Darwin,ZW,2023-03-22 07:05:18,-16.7725,31.5838,70.93,70,33,7.4
503,Paraiso,CR,2023-03-22 07:05:19,9.8383,-83.8656,63.46,90,40,3.76
504,Bandarbeyla,SO,2023-03-22 07:05:19,9.4942,50.8122,85.87,70,37,13.51
505,Amapa,BR,2023-03-22 07:05:20,1.0,-52.0,68.32,99,100,2.26
506,Yeppoon,AU,2023-03-22 07:05:20,-23.1333,150.7333,83.98,58,40,14.34
507,Velasco Ibarra,EC,2023-03-22 07:05:21,-1.05,-79.6167,74.07,93,95,2.19
508,Saint-Joseph,RE,2023-03-22 07:05:21,-21.3667,55.6167,82.78,80,42,7.27
509,Contamana,PE,2023-03-22 07:05:22,-7.3333,-75.0167,71.58,99,100,0.38
510,Carbonia,IT,2023-03-22 07:05:22,39.1672,8.5222,48.85,81,100,3.83
511,Teodoro Sampaio,BR,2023-03-22 07:05:23,-22.5325,-52.1675,70.0,90,0,3.51
512,Partyzany,UA,2023-03-22 07:05:23,46.3314,34.7503,50.56,52,100,6.49
513,Makrana,IN,2023-03-22 07:05:24,27.05,74.7167,82.9,28,58,9.95
514,Morro Bay,US,2023-03-22 07:05:24,35.3658,-120.8499,52.25,92,99,1.99
515,Vostok,RU,2023-03-22 07:05:25,46.4856,135.8833,46.02,86,100,3.87
516,Jibuti,DJ,2023-03-22 07:02:20,11.5,42.5,79.54,40,65,3.51
517,Lourdes,FR,2023-03-22 07:05:26,43.1,-0.05,47.52,61,0,6.91
518,Yuncheng,CN,2023-03-22 07:05:26,35.0231,110.9928,68.04,12,100,7.9
519,Santa Cruz De La Palma,ES,2023-03-22 07:05:27,28.6835,-17.7642,69.13,63,75,10.36
520,Vanimo,PG,2023-03-22 07:01:41,-2.6741,141.3028,83.55,72,55,5.48
521,Nizwa,OM,2023-03-22 07:05:27,22.9333,57.5333,83.05,28,0,7.94
522,Waingapu,ID,2023-03-22 07:05:28,-9.6567,120.2641,84.87,72,100,5.14
523,Mont-Dore,NC,2023-03-22 07:05:28,-22.2833,166.5833,78.78,80,24,10.92
524,Kinshasa,CD,2023-03-22 07:05:29,-4.3246,15.3215,75.52,94,40,3.44
525,Mpika,ZM,2023-03-22 07:05:29,-11.8343,31.4529,63.05,95,100,0.94
526,Assiniboia,CA,2023-03-22 07:05:30,49.6334,-105.9845,12.02,85,100,3.44
527,San Joaquin,US,2023-03-22 07:05:31,37.9333,-121.3011,50.36,84,100,16.11
528,Kalabo,ZM,2023-03-22 07:05:31,-14.97,22.6814,71.22,80,98,5.73
529,Palmas,BR,2023-03-22 07:05:32,-10.2128,-48.3603,71.47,94,40,2.3
530,Koulamoutou,GA,2023-03-22 07:05:32,-1.1303,12.4736,71.98,91,100,0.31
531,Celestun,MX,2023-03-22 07:05:33,20.8667,-90.4,72.79,79,0,14.81
532,Iwanai,JP,2023-03-22 07:05:36,42.9744,140.5089,54.55,67,71,2.95
533,Vondrozo,MG,2023-03-22 07:05:36,-22.8167,47.2833,74.75,80,66,4.34
534,Kondagaon,IN,2023-03-22 07:05:37,19.6,81.6667,87.98,28,84,7.67
535,Rorvik,NO,2023-03-22 07:05:37,64.8621,11.2373,30.31,69,0,5.75
536,Los Llanos De Aridane,ES,2023-03-22 07:05:38,28.6585,-17.9182,65.12,44,75,13.0
537,Kavaratti,IN,2023-03-22 07:05:38,10.5669,72.642,82.17,62,100,9.93
538,Zhigansk,RU,2023-03-22 07:05:39,66.7697,123.3711,-8.01,94,100,22.59
539,Sisophon,KH,2023-03-22 07:05:39,13.5859,102.9737,103.86,25,0,5.41
540,Sale,MA,2023-03-22 07:05:40,34.0389,-6.8166,54.75,100,75,0.0
541,Krasnogvardeyets,RU,2023-03-22 07:05:40,52.6804,52.3635,41.27,91,100,10.0
542,Wakkanai,JP,2023-03-22 07:05:41,45.4094,141.6739,51.78,46,0,17.27
543,Guanica,PR,2023-03-22 07:04:52,17.9716,-66.908,76.05,67,0,5.39
544,Meulaboh,ID,2023-03-22 07:06:42,4.1363,96.1285,84.34,68,45,7.18
545,Karangasem,ID,2023-03-22 07:06:42,-8.45,115.6167,82.35,78,96,2.59
546,Jalpa,MX,2023-03-22 07:06:43,21.6333,-102.9667,63.1,29,0,2.35
547,Cocle,PA,2023-03-22 07:06:44,8.45,-80.4333,74.86,86,100,11.61
548,Kununurra,AU,2023-03-22 07:06:44,-15.7667,128.7333,93.18,55,40,4.61
